	Stock	Correlated_Stock	Correlation_Value
4728	PGSUS.IS	VESBE.IS	0.9457217804946128
4729	PETUN.IS	NTHOL.IS	0.945719340016441
4730	CCOLA.IS	KLRHO.IS	0.9457172919187768
4731	KNFRT.IS	SRVGY.IS	0.9457169503821665
4732	BAKAB.IS	SRVGY.IS	0.9457168699544831
4733	ISCTR.IS	SAYAS.IS	0.9457168480849445
4734	TLMAN.IS	DEVA.IS	0.945714656380269
4735	PGSUS.IS	ZRGYO.IS	0.945698033546652
4736	AHGAZ.IS	TTRAK.IS	0.9456676210171476
4737	SRVGY.IS	GSDHO.IS	0.9456660256141721
4738	HTTBT.IS	LIDFA.IS	0.9456642509260341
4739	EGPRO.IS	ICUGS.IS	0.9456543283613935
4740	TLMAN.IS	IDGYO.IS	0.9456438498677455
4741	TUPRS.IS	BRKSN.IS	0.9456434809623658
4742	ECZYT.IS	MAALT.IS	0.9456339393006175
4743	ISMEN.IS	AFYON.IS	0.9456337595145095
4744	AEFES.IS	AKGRT.IS	0.9456325650834607
4745	SOKM.IS	GENTS.IS	0.9456256829518329
4746	FROTO.IS	ZRGYO.IS	0.945620329332862
4747	HTTBT.IS	TMPOL.IS	0.9456066497671068
4748	MGROS.IS	MSGYO.IS	0.9456062228340932
4749	TURSG.IS	CMBTN.IS	0.9455966691217325
4750	AZTEK.IS	USAK.IS	0.9455896664152206
4751	BTCIM.IS	EGPRO.IS	0.9455851386419558
4752	AEFES.IS	ECZYT.IS	0.9455850351986027
4753	TKFEN.IS	KAREL.IS	0.9455808001637899
4754	OTKAR.IS	KNFRT.IS	0.945573699936738
4755	ENJSA.IS	ZRGYO.IS	0.9455662670851745
4756	DOHOL.IS	MRGYO.IS	0.9455655400523919
4757	MOBTL.IS	BRISA.IS	0.9455617926061309
4758	FROTO.IS	AKGRT.IS	0.9455616519106645
4759	ARCLK.IS	BIOEN.IS	0.9455613345288492
4760	BUCIM.IS	RYGYO.IS	0.9455557504820408
4761	ULAS.IS	DGNMO.IS	0.9455527029230753
4762	BRSAN.IS	MGROS.IS	0.9455493793295583
4763	ASELS.IS	PRKME.IS	0.9455319875240341
4764	ISMEN.IS	OYLUM.IS	0.9455298568464027
4765	TEZOL.IS	DNISI.IS	0.9455259075215157
4766	DOCO.IS	TEZOL.IS	0.945522670935339
4767	TSKB.IS	ATAGY.IS	0.9455163112316817
4768	KNFRT.IS	ULUUN.IS	0.945515399318985
4769	OYAKC.IS	OSTIM.IS	0.9455114554846917
4770	KLSYN.IS	TKNSA.IS	0.9454842747106416
4771	ODAS.IS	DGNMO.IS	0.945481032085649
4772	KCAER.IS	CLEBI.IS	0.9454735350630781
4773	KLSER.IS	GOKNR.IS	0.9454650009836931
4774	TLMAN.IS	AGYO.IS	0.9454618441541007
4775	GWIND.IS	ALKA.IS	0.9454515433039424
4776	IPEKE.IS	AFYON.IS	0.9454507254524694
4777	KRPLS.IS	PRDGS.IS	0.9454491693658654
4778	ZOREN.IS	BRISA.IS	0.9454468921111017
4779	SISE.IS	EUREN.IS	0.9454257407705796
4780	KRDMD.IS	DOAS.IS	0.945423253748724
4781	NETAS.IS	DNISI.IS	0.9454046614062125
4782	FROTO.IS	PRKME.IS	0.9454032558954683
4783	KAREL.IS	ULAS.IS	0.9454015887259277
4784	TLMAN.IS	TMPOL.IS	0.9453976386875635
4785	ALGYO.IS	DAGHL.IS	0.945391297080891
4786	OZKGY.IS	DEVA.IS	0.9453810579429313
4787	INDES.IS	DNISI.IS	0.9453802323427047
4788	YEOTK.IS	ONCSM.IS	0.9453798542325915
4789	AZTEK.IS	PEGYO.IS	0.945379414571595
4790	AKGRT.IS	DYOBY.IS	0.9453675589198988
4791	KFEIN.IS	POLTK.IS	0.9453657641221996
4792	KLSER.IS	FORTE.IS	0.9453592326243274
4793	CWENE.IS	KLSER.IS	0.9453586153998924
4794	BRYAT.IS	MERIT.IS	0.9453577870333627
4795	DOHOL.IS	ZRGYO.IS	0.9453459970673177
4796	DURDO.IS	BAGFS.IS	0.9453445832156664
4797	OYAKC.IS	SAHOL.IS	0.9453445764774582
4798	INDES.IS	SRVGY.IS	0.9453385031211429
4799	NETAS.IS	GOLTS.IS	0.9453303972677081
4800	ACSEL.IS	HEDEF.IS	0.9453270077726064
4801	RYSAS.IS	NUHCM.IS	0.9453213864926311
4802	LOGO.IS	FRIGO.IS	0.9453191700226437
4803	MAVI.IS	INDES.IS	0.9453181272939211
4804	SAHOL.IS	SISE.IS	0.9453081144505776
4805	TOASO.IS	SRVGY.IS	0.9453081019184805
4806	BAGFS.IS	KORDS.IS	0.9452932296621495
4807	ULUFA.IS	ACSEL.IS	0.9452858494411952
4808	FROTO.IS	NUHCM.IS	0.9452814382301813
4809	RYGYO.IS	IEYHO.IS	0.9452800095679446
4810	AHGAZ.IS	OTTO.IS	0.9452784231251161
4811	PRZMA.IS	AKSGY.IS	0.9452752930397079
4812	TKFEN.IS	AYGAZ.IS	0.9452628232524408
4813	DGATE.IS	AVTUR.IS	0.9452588104110108
4814	TSKB.IS	ALMAD.IS	0.9452534724634922
4815	ISMEN.IS	ELITE.IS	0.9452370053300333
4816	BIOEN.IS	ALCTL.IS	0.9452353843231762
4817	PKART.IS	BRMEN.IS	0.9452220240934379
4818	HTTBT.IS	AKGRT.IS	0.9452217211925744
4819	AGYO.IS	ALGYO.IS	0.9452206276790214
4820	AFYON.IS	GLRYH.IS	0.9452202803728452
4821	ESCOM.IS	KAREL.IS	0.9452121670737581
4822	TOASO.IS	BIOEN.IS	0.9452054226782008
4823	ALCTL.IS	LOGO.IS	0.9452050056244743
4824	SEKFK.IS	SRVGY.IS	0.9451955498964552
4825	SAHOL.IS	ISMEN.IS	0.9451940005946526
4826	BIOEN.IS	TATGD.IS	0.945179273573888
4827	OTKAR.IS	ELITE.IS	0.9451753093136182
4828	GWIND.IS	TSKB.IS	0.9451556558054209
4829	AKSEN.IS	DURDO.IS	0.9451414839839223
4830	HTTBT.IS	AGESA.IS	0.9451282877444407
4831	SAHOL.IS	AFYON.IS	0.9451189254014214
4832	ARCLK.IS	VERUS.IS	0.9451128122250729
4833	TUPRS.IS	INDES.IS	0.9451054220775283
4834	EKGYO.IS	MEDTR.IS	0.9451031833032458
4835	ATATP.IS	OBASE.IS	0.9451012112379468
4836	AKCNS.IS	BRISA.IS	0.9450941295192662
4837	ATATP.IS	RAYSG.IS	0.94509395213442
4838	THYAO.IS	NTHOL.IS	0.945092090917343
4839	NETAS.IS	BRKSN.IS	0.9450891849178077
4840	AKCNS.IS	BUCIM.IS	0.9450838647463352
4841	ALARK.IS	AKCNS.IS	0.9450818147272139
4842	PEGYO.IS	IEYHO.IS	0.9450803007047945
4843	ISMEN.IS	SRVGY.IS	0.9450788864570657
4844	KRDMD.IS	PGSUS.IS	0.9450756382609131
4845	INDES.IS	DAGHL.IS	0.9450633644988868
4846	TURSG.IS	RNPOL.IS	0.945046716854156
4847	ESCOM.IS	DOCO.IS	0.9450384162474813
4848	INDES.IS	MOBTL.IS	0.9450290994184457
4849	DNISI.IS	BRMEN.IS	0.9450244534648248
4850	SEKFK.IS	TRGYO.IS	0.945019933233771
4851	AVTUR.IS	ICUGS.IS	0.9450190868070711
4852	BRYAT.IS	NTHOL.IS	0.9450158912006001
4853	ISMEN.IS	DNISI.IS	0.9450122857858564
4854	TKFEN.IS	KNFRT.IS	0.945012250196075
4855	ESCOM.IS	RYGYO.IS	0.9450072735012863
4856	TOASO.IS	SOKM.IS	0.9450055424394398
4857	KONKA.IS	GLYHO.IS	0.9450014614664489
4858	KNFRT.IS	EGGUB.IS	0.9449911504705151
4859	HLGYO.IS	KORDS.IS	0.9449855691259615
4860	AGESA.IS	BRMEN.IS	0.9449852472428408
4861	PRZMA.IS	ONCSM.IS	0.9449692885491013
4862	SMART.IS	VBTYZ.IS	0.9449676444026701
4863	KONYA.IS	GARFA.IS	0.944964671307481
4864	TTKOM.IS	ULUFA.IS	0.944959897496715
4865	PGSUS.IS	DGGYO.IS	0.9449516438004852
4866	BAKAB.IS	OZKGY.IS	0.9449477903343944
4867	DOCO.IS	MAALT.IS	0.944941502884483
4868	AGESA.IS	AVTUR.IS	0.944937158800106
4869	EREGL.IS	AKSEN.IS	0.9449314589076219
4870	ANSGR.IS	RNPOL.IS	0.944929750439076
4871	DGATE.IS	PINSU.IS	0.9449148629453725
4872	ODAS.IS	ULUUN.IS	0.9448958688730249
4873	BTCIM.IS	BRISA.IS	0.9448946967605395
4874	ODAS.IS	IPEKE.IS	0.944890873557181
4875	ALCTL.IS	VERUS.IS	0.9448820123549324
4876	TURSG.IS	OYLUM.IS	0.9448791687452986
4877	ISMEN.IS	BRISA.IS	0.9448744706096647
4878	BTCIM.IS	AGESA.IS	0.9448615781707517
4879	YKBNK.IS	KLSYN.IS	0.9448494790137751
4880	DOHOL.IS	NATEN.IS	0.9448383210859859
4881	MAVI.IS	KAREL.IS	0.9448327795785031
4882	ISCTR.IS	NTHOL.IS	0.9448321566890053
4883	SOKM.IS	DOCO.IS	0.9448279374092214
4884	AKSGY.IS	BRMEN.IS	0.9448272312270152
4885	KCHOL.IS	OZRDN.IS	0.944826323828888
4886	AKCNS.IS	PETUN.IS	0.9448239857104632
4887	ECILC.IS	ESCOM.IS	0.9448228487099171
4888	HTTBT.IS	DERHL.IS	0.9448178059740772
4889	AVTUR.IS	MRSHL.IS	0.9448172584949756
4890	ESCOM.IS	ULUFA.IS	0.9448115492265117
4891	PGSUS.IS	TKNSA.IS	0.9448080307724805
4892	CLEBI.IS	GARFA.IS	0.944804808012797
4893	ALMAD.IS	VERUS.IS	0.9448016864873385
4894	AFYON.IS	DGGYO.IS	0.9448013258518088
4895	PGSUS.IS	SEKFK.IS	0.9447983487378661
4896	PINSU.IS	DNISI.IS	0.9447915994480287
4897	VESBE.IS	TKNSA.IS	0.9447849093708739
4898	AGYO.IS	GEDZA.IS	0.944772842660706
4899	ANSGR.IS	NUHCM.IS	0.9447720339134678
4900	PNSUT.IS	NATEN.IS	0.9447587958013635
4901	FROTO.IS	DNISI.IS	0.9447524301702344
4902	SAHOL.IS	NUHCM.IS	0.9447470851446276
4903	NUHCM.IS	HEDEF.IS	0.9447440448057148
4904	ERSU.IS	BAYRK.IS	0.944740966004061
4905	DARDL.IS	DZGYO.IS	0.9447391358132213
4906	ASELS.IS	IEYHO.IS	0.9447388771490758
4907	ASELS.IS	GOZDE.IS	0.944724096685624
4908	GOLTS.IS	MERIT.IS	0.9447182405623082
4909	TUPRS.IS	ZOREN.IS	0.9447176286456155
4910	TUPRS.IS	MOBTL.IS	0.9447154686030816
4911	GARFA.IS	PEGYO.IS	0.944703811901657
4912	MAVI.IS	TMPOL.IS	0.9447006950399882
4913	YKBNK.IS	BOBET.IS	0.9446887484035373
4914	ZOREN.IS	AKSGY.IS	0.9446841333285283
4915	CCOLA.IS	KCAER.IS	0.9446798458751119
4916	DURDO.IS	DEVA.IS	0.9446552898031992
4917	TCELL.IS	BTCIM.IS	0.9446368253538325
4918	SEKFK.IS	ACSEL.IS	0.9446358195929072
4919	MGROS.IS	LKMNH.IS	0.9446337203083305
4920	TLMAN.IS	KRONT.IS	0.9446219131913853
4921	ALCTL.IS	BRISA.IS	0.9446143769452633
4922	OYAKC.IS	ALGYO.IS	0.9446078618643802
4923	PNSUT.IS	ULUUN.IS	0.9445995368039273
4924	KLSYN.IS	OZKGY.IS	0.9445949292999806
4925	FROTO.IS	RODRG.IS	0.9445930832678406
4926	IPEKE.IS	ULUUN.IS	0.9445919789649927
4927	TTKOM.IS	EGPRO.IS	0.9445902558264971
4928	OYLUM.IS	BRMEN.IS	0.9445855454035824
4929	YYLGD.IS	GLYHO.IS	0.9445825895694608
4930	GWIND.IS	TATGD.IS	0.9445767991406359
4931	PETKM.IS	PGSUS.IS	0.9445740425473603
4932	TCELL.IS	MERIT.IS	0.9445712750454576
4933	PRKME.IS	EGGUB.IS	0.9445677336206607
4934	CCOLA.IS	TEZOL.IS	0.9445644724735724
4935	DOAS.IS	SMRTG.IS	0.9445499271297506
4936	TOASO.IS	SMRTG.IS	0.9445498533915244
4937	INDES.IS	FRIGO.IS	0.9445407263977376
4938	ISCTR.IS	TKNSA.IS	0.9445389418143659
4939	ISMEN.IS	ICUGS.IS	0.9445352383992915
4940	ALMAD.IS	TRGYO.IS	0.9445033613451793
4941	VAKBN.IS	TEZOL.IS	0.9445014103375381
4942	BIMAS.IS	DOHOL.IS	0.9444933576718327
4943	ANSGR.IS	ULUFA.IS	0.9444717898919578
4944	PINSU.IS	EGPRO.IS	0.9444702335319684
4945	OTKAR.IS	ICUGS.IS	0.9444612934683216
4946	SRVGY.IS	ACSEL.IS	0.9444597528574241
4947	BRYAT.IS	MRSHL.IS	0.9444575687682445
4948	IDGYO.IS	EGGUB.IS	0.9444554603139182
4949	ECILC.IS	ATAGY.IS	0.9444459306215395
4950	TOASO.IS	GWIND.IS	0.9444429938713469
4951	KLKIM.IS	BRISA.IS	0.9444422619049458
4952	TATGD.IS	HLGYO.IS	0.9444320884256415
4953	TDGYO.IS	BRISA.IS	0.9444284958498563
4954	TRGYO.IS	GOZDE.IS	0.9444215929861545
4955	MOBTL.IS	ACSEL.IS	0.9444166425911339
4956	ODAS.IS	ALGYO.IS	0.9444165056568905
4957	TURSG.IS	YEOTK.IS	0.9444138940731786
4958	GARAN.IS	NTHOL.IS	0.9444137047842768
4959	AYCES.IS	DNISI.IS	0.944410738279399
4960	KAREL.IS	TEKTU.IS	0.9443991002726694
4961	KCHOL.IS	ALGYO.IS	0.9443935252387774
4962	ESCOM.IS	ALGYO.IS	0.9443866937421737
4963	RAYSG.IS	POLTK.IS	0.9443853027291549
4964	TKFEN.IS	TEZOL.IS	0.9443815238079998
4965	PKART.IS	BRKSN.IS	0.9443806988004864
4966	GENTS.IS	AYGAZ.IS	0.9443747795643164
4967	OTKAR.IS	DERHL.IS	0.9443739291623687
4968	ENJSA.IS	MOBTL.IS	0.9443700733814789
4969	ALCTL.IS	FRIGO.IS	0.9443686288235716
4970	TSKB.IS	VAKBN.IS	0.9443621463698865
4971	AKGRT.IS	OTTO.IS	0.9443595351572026
4972	BFREN.IS	TSKB.IS	0.9443572065927412
4973	AYCES.IS	MRSHL.IS	0.9443546969576767
4974	KAREL.IS	GLRYH.IS	0.9443505373300614
4975	AKBNK.IS	DOCO.IS	0.94433543516154
4976	KLKIM.IS	PETUN.IS	0.944330347357426
4977	INDES.IS	EGPRO.IS	0.9443117558015429
4978	EKGYO.IS	EUREN.IS	0.9443023234067364
4979	TUKAS.IS	DGNMO.IS	0.9442943792425162
4980	TTRAK.IS	ZOREN.IS	0.9442926927025836
4981	BIMAS.IS	BRMEN.IS	0.944286992904451
4982	ARCLK.IS	GWIND.IS	0.9442739785419872
4983	BIOEN.IS	ZOREN.IS	0.9442728341028597
4984	BIMAS.IS	GARFA.IS	0.9442555583730687
4985	MOBTL.IS	VBTYZ.IS	0.9442524470789911
4986	RYSAS.IS	PETUN.IS	0.944251541057653
4987	ENJSA.IS	SMRTG.IS	0.9442504795314843
4988	TCELL.IS	PEGYO.IS	0.9442432328929193
4989	ALCTL.IS	SEKFK.IS	0.944234238400472
4990	OZRDN.IS	BRMEN.IS	0.9442231315453394
4991	BRYAT.IS	ARDYZ.IS	0.9442207896194014
4992	ULUFA.IS	KLRHO.IS	0.9442200132000389
4993	TTRAK.IS	VBTYZ.IS	0.9442073587563374
4994	YKBNK.IS	AKCNS.IS	0.9442004712919148
4995	TUKAS.IS	NTGAZ.IS	0.9441943550885529
4996	TTKOM.IS	HEDEF.IS	0.9441914439934653
4997	SKBNK.IS	NUHCM.IS	0.9441863917972194
4998	EKGYO.IS	TSKB.IS	0.9441858849549908
4999	ALMAD.IS	SRVGY.IS	0.9441856406381958
5000	AKGRT.IS	ACSEL.IS	0.9441718417634913
5001	SOKM.IS	PNSUT.IS	0.9441629842763438
5002	BIOEN.IS	TKFEN.IS	0.9441572191526723
5003	TUPRS.IS	RNPOL.IS	0.9441493965170478
5004	KNFRT.IS	NATEN.IS	0.9441432018591
5005	AZTEK.IS	MRSHL.IS	0.9441426864118169
5006	PRKME.IS	DYOBY.IS	0.944142543647854
5007	NUHCM.IS	OZRDN.IS	0.9441378193759334
5008	AEFES.IS	INDES.IS	0.9441344850884019
5009	USAK.IS	DNISI.IS	0.9441235071036108
5010	ISMEN.IS	GENTS.IS	0.9441183618387495
5011	RYGYO.IS	GLYHO.IS	0.9441148258566925
5012	GWIND.IS	GOZDE.IS	0.9441119267345545
5013	GENTS.IS	IDGYO.IS	0.9441089555991764
5014	TEKTU.IS	OZKGY.IS	0.9441023550712342
5015	TTRAK.IS	UNLU.IS	0.9440838889452572
5016	AKBNK.IS	BRISA.IS	0.9440785877447365
5017	TSKB.IS	MAALT.IS	0.9440759506787323
5018	KONKA.IS	BAGFS.IS	0.9440758277347737
5019	SAYAS.IS	DGNMO.IS	0.9440713484609045
5020	TTRAK.IS	USAK.IS	0.9440580399413919
5021	EKGYO.IS	ALMAD.IS	0.9440454321132553
5022	AKCNS.IS	IEYHO.IS	0.9440382428490334
5023	ISCTR.IS	DOHOL.IS	0.9440351057470169
5024	VBTYZ.IS	AYGAZ.IS	0.9440281985407246
5025	BRYAT.IS	DGATE.IS	0.9440208578150091
5026	SAHOL.IS	VBTYZ.IS	0.9440185077614198
5027	SEKFK.IS	NATEN.IS	0.9440164845527481
5028	REEDR.IS	MARKA.IS	0.9439988383348207
5029	GSDDE.IS	TATGD.IS	0.9439930471332123
5030	AKSGY.IS	MSGYO.IS	0.9439920222032391
5031	EGPRO.IS	SANFM.IS	0.9439890445112888
5032	RYSAS.IS	PRZMA.IS	0.9439670244159568
5033	BTCIM.IS	MAVI.IS	0.9439596677612324
5034	RYSAS.IS	ONCSM.IS	0.9439565793968799
5035	ODAS.IS	KNFRT.IS	0.9439455024989887
5036	OYLUM.IS	ULAS.IS	0.9439428921291863
5037	THYAO.IS	DNISI.IS	0.9439378542727834
5038	PGSUS.IS	EGPRO.IS	0.9439372355150619
5039	CCOLA.IS	IEYHO.IS	0.9439311889012995
5040	PETKM.IS	BRISA.IS	0.9439049888244762
5041	ATATP.IS	CMBTN.IS	0.9439014394386324
5042	EGSER.IS	SRVGY.IS	0.9438789988216458
5043	DOHOL.IS	TKFEN.IS	0.9438777199405836
5044	ISMEN.IS	KLRHO.IS	0.9438740022898144
5045	AKBNK.IS	MOBTL.IS	0.9438705471054879
5046	ETILR.IS	GEDZA.IS	0.9438613420340504
5047	KAREL.IS	TATGD.IS	0.9438580143851231
5048	TUPRS.IS	PETUN.IS	0.9438579723703573
5049	ARDYZ.IS	MAALT.IS	0.9438519944021603
5050	SAYAS.IS	SDTTR.IS	0.94383665293813
5051	TTRAK.IS	GENTS.IS	0.9438348210425374
5052	AGYO.IS	NATEN.IS	0.9438303949464978
5053	MAVI.IS	SEKFK.IS	0.9438296070261183
5054	YEOTK.IS	ZOREN.IS	0.9438257756683411
5055	MAALT.IS	MRSHL.IS	0.9438106889367747
5056	RYGYO.IS	DYOBY.IS	0.9437964506419598
5057	GSDDE.IS	ULUUN.IS	0.9437920761427604
5058	SEKFK.IS	DGNMO.IS	0.9437894693206348
5059	VBTYZ.IS	NUHCM.IS	0.9437756972687984
5060	ASELS.IS	ZRGYO.IS	0.9437657899643249
5061	TMPOL.IS	DERHL.IS	0.943765103151434
5062	SOKM.IS	GOZDE.IS	0.9437205882299741
5063	OZKGY.IS	TKNSA.IS	0.9437179588140658
5064	BRYAT.IS	KCAER.IS	0.9437010451289404
5065	DOCO.IS	ALGYO.IS	0.9437006863513588
5066	MAALT.IS	PRZMA.IS	0.9437006762179014
5067	BAKAB.IS	ALGYO.IS	0.9436960473566938
5068	GARAN.IS	GARFA.IS	0.9436928767252726
5069	ALARK.IS	ULUUN.IS	0.9436857108464232
5070	AGYO.IS	VERUS.IS	0.9436743368018076
5071	AKCNS.IS	ALGYO.IS	0.9436583773850568
5072	ISCTR.IS	HEDEF.IS	0.9436497599719801
5073	SEKFK.IS	DEVA.IS	0.9436421713993354
5074	AFYON.IS	MRGYO.IS	0.9436352113394293
5075	GARFA.IS	MAALT.IS	0.9436321573018239
5076	GOKNR.IS	UNLU.IS	0.9436239955680248
5077	BOBET.IS	AGESA.IS	0.9436170065880868
5078	PKART.IS	SANFM.IS	0.9436146333911485
5079	IPEKE.IS	ZOREN.IS	0.9436119398747155
5080	ALMAD.IS	AGESA.IS	0.9436076445170262
5081	KCAER.IS	ARDYZ.IS	0.943597081994816
5082	KCHOL.IS	SEKFK.IS	0.9435946558487941
5083	ALMAD.IS	NTHOL.IS	0.9435916308415744
5084	KRONT.IS	KLGYO.IS	0.9435822411675887
5085	ECZYT.IS	MAVI.IS	0.9435763404468901
5086	YKBNK.IS	GARFA.IS	0.9435735770104088
5087	AKFYE.IS	GARFA.IS	0.9435716526582916
5088	BIOEN.IS	AYGAZ.IS	0.9435428139877929
5089	GSDDE.IS	ZRGYO.IS	0.9435404570888204
5090	ZOREN.IS	GENTS.IS	0.9435382447631798
5091	BUCIM.IS	ETILR.IS	0.943528173085447
5092	DAGHL.IS	GSDHO.IS	0.943528080100727
5093	ISCTR.IS	TLMAN.IS	0.9435231890259613
5094	DGNMO.IS	AKSGY.IS	0.9435205524337023
5095	ALCTL.IS	ULAS.IS	0.943518654842584
5096	ELITE.IS	SEGYO.IS	0.9435180457501022
5097	CCOLA.IS	MOBTL.IS	0.9435160363045789
5098	AKSEN.IS	EGSER.IS	0.9435014374027036
5099	ALCTL.IS	RYGYO.IS	0.943492026202069
5100	BRISA.IS	RODRG.IS	0.9434918435724305
5101	ALCTL.IS	KLGYO.IS	0.9434902095351266
5102	SISE.IS	AYGAZ.IS	0.943485456337625
5103	KONYA.IS	TTKOM.IS	0.9434541259074091
5104	TTRAK.IS	LKMNH.IS	0.9434476168673657
5105	SMRTG.IS	MEDTR.IS	0.9434403946084768
5106	GENTS.IS	IEYHO.IS	0.943436712773659
5107	VESBE.IS	LKMNH.IS	0.9434029393269432
5108	BRSAN.IS	KAYSE.IS	0.9433802877935963
5109	BRYAT.IS	RYSAS.IS	0.9433778208040267
5110	BUCIM.IS	HLGYO.IS	0.9433770021106881
5111	TCELL.IS	ALCTL.IS	0.9433734193069213
5112	ENJSA.IS	EUREN.IS	0.9433681736300327
5113	THYAO.IS	ALCTL.IS	0.9433633483313131
5114	THYAO.IS	VAKBN.IS	0.943328021406663
5115	FROTO.IS	KORDS.IS	0.9433248667158397
5116	KAYSE.IS	SDTTR.IS	0.9433213900996573
5117	GARAN.IS	AVTUR.IS	0.9433170685739347
5118	YKBNK.IS	RNPOL.IS	0.9433158101572674
5119	ISCTR.IS	ZOREN.IS	0.9433084577965667
5120	TEKTU.IS	DGNMO.IS	0.9433010799868706
5121	VAKBN.IS	ZOREN.IS	0.943290256598246
5122	ASELS.IS	SAYAS.IS	0.9432877545447504
5123	PRKME.IS	RYGYO.IS	0.943280958889343
5124	MOBTL.IS	OBASE.IS	0.9432794556100307
5125	CLEBI.IS	SEKFK.IS	0.9432710121218022
5126	ZOREN.IS	NTGAZ.IS	0.9432676101186879
5127	SOKM.IS	SEKFK.IS	0.9432624202071261
5128	BIMAS.IS	MRSHL.IS	0.9432501295042875
5129	VAKBN.IS	ULUFA.IS	0.9432465007777904
5130	AKFYE.IS	KCAER.IS	0.9432441350329671
5131	ECZYT.IS	NTHOL.IS	0.9432189135748938
5132	MSGYO.IS	GEDZA.IS	0.943213350871009
5133	ARCLK.IS	TLMAN.IS	0.94320954881138
5134	KFEIN.IS	SANFM.IS	0.9432056920089242
5135	AKGRT.IS	IDGYO.IS	0.943204921270974
5136	SAYAS.IS	AKSGY.IS	0.9432021765424837
5137	GOLTS.IS	AKGRT.IS	0.9431993137936813
5138	QUAGR.IS	MEDTR.IS	0.9431757378404066
5139	ALCTL.IS	DYOBY.IS	0.9431661127227425
5140	YKBNK.IS	TMPOL.IS	0.9431634641619672
5141	PETKM.IS	SRVGY.IS	0.9431576521977421
5142	EGGUB.IS	CEOEM.IS	0.9431415657264391
5143	IPEKE.IS	LOGO.IS	0.9431385723974812
5144	MGROS.IS	ALGYO.IS	0.94313492886048
5145	ANSGR.IS	ATATP.IS	0.9431320195093454
5146	AFYON.IS	OZKGY.IS	0.9431294230815263
5147	ARCLK.IS	EGGUB.IS	0.9431260100522056
5148	GARAN.IS	NUHCM.IS	0.9431206456171283
5149	LIDFA.IS	AGYO.IS	0.9431205804611805
5150	ULAS.IS	TEZOL.IS	0.943120202191071
5151	GARAN.IS	KLRHO.IS	0.943116938366279
5152	BTCIM.IS	MSGYO.IS	0.943114724020528
5153	TTKOM.IS	ZOREN.IS	0.9431118960036498
5154	VESTL.IS	TKNSA.IS	0.9431060892080572
5155	BTCIM.IS	MRSHL.IS	0.9430998110346396
5156	PETKM.IS	SAHOL.IS	0.9430986658920975
5157	TOASO.IS	AKSA.IS	0.9430979845104827
5158	PETKM.IS	ETILR.IS	0.9430869865328084
5159	TEZOL.IS	GSDHO.IS	0.9430862104358518
5160	ALARK.IS	ISCTR.IS	0.9430844207401459
5161	BIMAS.IS	ICUGS.IS	0.9430816309879112
5162	BUCIM.IS	MRGYO.IS	0.9430762992512335
5163	TUKAS.IS	TEKTU.IS	0.9430742042209795
5164	MAALT.IS	AYGAZ.IS	0.9430723347320894
5165	AFYON.IS	HEDEF.IS	0.943071143533134
5166	FROTO.IS	EGSER.IS	0.9430581690734682
5167	ALCTL.IS	GOZDE.IS	0.9430526581435034
5168	ASELS.IS	BUCIM.IS	0.9430487805885299
5169	DZGYO.IS	IDGYO.IS	0.9430480944979076
5170	TUKAS.IS	TEZOL.IS	0.943042660896812
5171	PGSUS.IS	EGSER.IS	0.9430377976543823
5172	ALFAS.IS	KAYSE.IS	0.9430339656888572
5173	BRISA.IS	BRMEN.IS	0.9430288089990566
5174	AKCNS.IS	ACSEL.IS	0.9430154349941731
5175	VESBE.IS	OYLUM.IS	0.9430145606232703
5176	ECZYT.IS	TMPOL.IS	0.943012598378318
5177	AKGRT.IS	TEZOL.IS	0.9430114972100706
5178	DGNMO.IS	MRGYO.IS	0.9430108630586936
5179	INDES.IS	AKGRT.IS	0.9430101801902939
5180	YKBNK.IS	INDES.IS	0.943001440369716
5181	ANSGR.IS	CLEBI.IS	0.9429937090382894
5182	HEKTS.IS	MEDTR.IS	0.9429932794092444
5183	ECILC.IS	DYOBY.IS	0.9429862454200636
5184	TTRAK.IS	TMPOL.IS	0.9429744141751073
5185	OBASE.IS	GARFA.IS	0.9429673656363988
5186	ALCTL.IS	HEDEF.IS	0.9429637485519909
5187	BOBET.IS	KLRHO.IS	0.9429504594747765
5188	INDES.IS	KLSYN.IS	0.9429425764677536
5189	OYAKC.IS	DERHL.IS	0.9429355229747207
5190	PETUN.IS	IDGYO.IS	0.9429286187326257
5191	THYAO.IS	TKFEN.IS	0.9429165078673408
5192	GARAN.IS	TMPOL.IS	0.942912408951939
5193	VESTL.IS	ZRGYO.IS	0.9429106225283589
5194	BFREN.IS	AVTUR.IS	0.9429069820357708
5195	PGSUS.IS	CCOLA.IS	0.9428945178919278
5196	OYAKC.IS	NATEN.IS	0.9428913303717641
5197	AHGAZ.IS	DERHL.IS	0.9428887024119649
5198	KLKIM.IS	DNISI.IS	0.9428845248618049
5199	FROTO.IS	ULUFA.IS	0.942882389755729
5200	KCAER.IS	EGPRO.IS	0.9428811758947634
5201	DOCO.IS	GENTS.IS	0.9428732971451785
5202	ALGYO.IS	AGHOL.IS	0.9428706490631611
5203	ARDYZ.IS	VBTYZ.IS	0.9428677000760706
5204	NETAS.IS	MERIT.IS	0.9428537892063719
5205	EGPRO.IS	RNPOL.IS	0.9428491692642882
